sequence_id,trial,debruijn_label,assigned_condition
130,21,3,2
130,22,0,1
130,23,0,1
130,24,4,6
130,25,2,3
130,26,1,4
130,27,4,6
130,28,1,4
130,29,1,4
130,30,3,2
130,31,2,3
130,32,0,1
130,33,1,4
130,34,5,5
130,35,4,6
130,36,4,6
131,1,3,2
131,2,2,5
131,3,0,6
131,4,1,4
131,5,5,1
131,6,4,3
131,7,4,3
131,8,3,2
131,9,3,2
131,10,1,4
131,11,0,6
131,12,3,2
131,13,5,1
131,14,0,6
131,15,2,5
131,16,2,5
131,17,5,1
131,18,5,1
131,19,3,2
131,20,4,3
131,21,5,1
131,22,1,4
131,23,2,5
131,24,4,3
131,25,0,6
131,26,5,1
131,27,2,5
131,28,3,2
131,29,0,6
131,30,0,6
131,31,4,3
131,32,2,5
131,33,1,4
131,34,4,3
131,35,1,4
131,36,1,4
132,1,1,3
132,2,3,4
132,3,2,6
132,4,0,1
132,5,1,3
132,6,5,2
132,7,4,5
132,8,4,5
132,9,3,4
132,10,3,4
132,11,1,3
132,12,0,1
132,13,3,4
132,14,5,2
132,15,0,1
132,16,2,6
132,17,2,6
132,18,5,2
132,19,5,2
132,20,3,4
132,21,4,5
132,22,5,2
132,23,1,3
132,24,2,6
132,25,4,5
132,26,0,1
132,27,5,2
132,28,2,6
132,29,3,4
132,30,0,1
132,31,0,1
132,32,4,5
132,33,2,6
132,34,1,3
132,35,4,5
132,36,1,3
133,1,1,2
133,2,4,5
133,3,1,2
133,4,1,2
133,5,3,6
133,6,2,3
133,7,0,4
133,8,1,2
133,9,5,1
133,10,4,5
133,11,4,5
133,12,3,6
133,13,3,6
133,14,1,2
133,15,0,4
133,16,3,6
133,17,5,1
133,18,0,4
133,19,2,3
133,20,2,3
133,21,5,1
133,22,5,1
133,23,3,6
133,24,4,5
133,25,5,1
133,26,1,2
133,27,2,3
133,28,4,5
133,29,0,4
133,30,5,1
133,31,2,3
133,32,3,6
133,33,0,4
133,34,0,4
133,35,4,5
133,36,2,3
134,1,5,2
134,2,4,5
134,3,4,5
134,4,3,3
134,5,3,3
134,6,1,1
134,7,0,4
134,8,3,3
134,9,5,2
134,10,0,4
134,11,2,6
134,12,2,6
134,13,5,2
134,14,5,2
134,15,3,3
134,16,4,5
134,17,5,2
134,18,1,1
134,19,2,6
134,20,4,5
134,21,0,4
134,22,5,2
134,23,2,6
134,24,3,3
134,25,0,4
134,26,0,4
134,27,4,5
134,28,2,6
134,29,1,1
134,30,4,5
134,31,1,1
134,32,1,1
134,33,3,3
134,34,2,6
134,35,0,4
134,36,1,1
135,1,3,6
135,2,4,3
135,3,5,2
135,4,1,5
135,5,2,4
135,6,4,3
135,7,0,1
135,8,5,2
135,9,2,4
135,10,3,6
135,11,0,1
135,12,0,1
135,13,4,3
135,14,2,4
135,15,1,5
135,16,4,3
135,17,1,5
135,18,1,5
135,19,3,6
135,20,2,4
135,21,0,1
135,22,1,5
135,23,5,2
135,24,4,3
135,25,4,3
135,26,3,6
135,27,3,6
135,28,1,5
135,29,0,1
135,30,3,6
135,31,5,2
135,32,0,1
135,33,2,4
135,34,2,4
135,35,5,2
135,36,5,2
136,1,3,1
136,2,0,4
136,3,0,4
136,4,4,3
136,5,2,6
136,6,1,5
136,7,4,3
136,8,1,5
136,9,1,5
136,10,3,1
136,11,2,6
136,12,0,4
136,13,1,5
136,14,5,2
136,15,4,3
136,16,4,3
136,17,3,1
136,18,3,1
136,19,1,5
136,20,0,4
136,21,3,1
136,22,5,2
136,23,0,4
136,24,2,6
136,25,2,6
136,26,5,2
136,27,5,2
136,28,3,1
136,29,4,3
136,30,5,2
136,31,1,5
136,32,2,6
136,33,4,3
136,34,0,4
136,35,5,2
136,36,2,6
137,1,1,3
137,2,1,3
137,3,3,2
137,4,2,5
137,5,0,6
137,6,1,3
137,7,5,1
137,8,4,4
137,9,4,4
137,10,3,2
137,11,3,2
137,12,1,3
137,13,0,6
137,14,3,2
137,15,5,1
137,16,0,6
137,17,2,5
137,18,2,5
137,19,5,1
137,20,5,1
137,21,3,2
137,22,4,4
137,23,5,1
137,24,1,3
137,25,2,5
137,26,4,4
137,27,0,6
137,28,5,1
137,29,2,5
137,30,3,2
137,31,0,6
137,32,0,6
137,33,4,4
137,34,2,5
137,35,1,3
137,36,4,4
138,1,3,5
138,2,1,4
138,3,0,1
138,4,3,5
138,5,5,6
138,6,0,1
138,7,2,2
138,8,2,2
138,9,5,6
138,10,5,6
138,11,3,5
138,12,4,3
138,13,5,6
138,14,1,4
138,15,2,2
138,16,4,3
138,17,0,1
138,18,5,6
138,19,2,2
138,20,3,5
138,21,0,1
138,22,0,1
138,23,4,3
138,24,2,2
138,25,1,4
138,26,4,3
138,27,1,4
138,28,1,4
138,29,3,5
138,30,2,2
138,31,0,1
138,32,1,4
138,33,5,6
138,34,4,3
138,35,4,3
138,36,3,5
139,1,0,6
139,2,0,6
139,3,4,5
139,4,2,4
139,5,1,2
139,6,4,5
139,7,1,2
139,8,1,2
139,9,3,1
139,10,2,4
139,11,0,6
139,12,1,2
139,13,5,3
139,14,4,5
139,15,4,5
139,16,3,1
139,17,3,1
139,18,1,2
139,19,0,6
139,20,3,1
139,21,5,3
139,22,0,6
139,23,2,4
139,24,2,4
139,25,5,3
139,26,5,3
139,27,3,1
139,28,4,5
139,29,5,3
139,30,1,2
139,31,2,4
139,32,4,5
139,33,0,6
139,34,5,3
139,35,2,4
139,36,3,1
140,1,1,6
140,2,1,6
140,3,3,5
140,4,2,2
140,5,0,3
140,6,1,6
140,7,5,4
140,8,4,1
140,9,4,1
140,10,3,5
140,11,3,5
140,12,1,6
140,13,0,3
140,14,3,5
140,15,5,4
140,16,0,3
140,17,2,2
140,18,2,2
140,19,5,4
140,20,5,4
140,21,3,5
140,22,4,1
140,23,5,4
140,24,1,6
140,25,2,2
140,26,4,1
140,27,0,3
140,28,5,4
140,29,2,2
140,30,3,5
140,31,0,3
140,32,0,3
140,33,4,1
140,34,2,2
140,35,1,6
140,36,4,1
141,1,5,2
141,2,3,5
141,3,4,4
141,4,5,2
141,5,1,3
141,6,2,6
141,7,4,4
141,8,0,1
141,9,5,2
141,10,2,6
141,11,3,5
141,12,0,1
141,13,0,1
141,14,4,4
141,15,2,6
141,16,1,3
141,17,4,4
141,18,1,3
141,19,1,3
141,20,3,5
141,21,2,6
141,22,0,1
141,23,1,3
141,24,5,2
141,25,4,4
141,26,4,4
141,27,3,5
141,28,3,5
141,29,1,3
141,30,0,1
141,31,3,5
141,32,5,2
141,33,0,1
141,34,2,6
141,35,2,6
141,36,5,2
142,1,0,5
142,2,4,4
142,3,2,1
142,4,1,6
142,5,4,4
142,6,1,6
142,7,1,6
142,8,3,3
142,9,2,1
142,10,0,5
142,11,1,6
142,12,5,2
142,13,4,4
142,14,4,4
142,15,3,3
142,16,3,3
142,17,1,6
142,18,0,5
142,19,3,3
142,20,5,2
142,21,0,5
142,22,2,1
142,23,2,1
142,24,5,2
142,25,5,2
142,26,3,3
142,27,4,4
142,28,5,2
142,29,1,6
142,30,2,1
142,31,4,4
142,32,0,5
142,33,5,2
142,34,2,1
142,35,3,3
142,36,0,5
143,1,4,4
143,2,3,2
143,3,3,2
143,4,1,6
143,5,0,1
143,6,3,2
143,7,5,5
143,8,0,1
143,9,2,3
143,10,2,3
143,11,5,5
143,12,5,5
143,13,3,2
143,14,4,4
143,15,5,5
143,16,1,6
143,17,2,3
143,18,4,4
143,19,0,1
143,20,5,5
143,21,2,3
143,22,3,2
143,23,0,1
143,24,0,1
143,25,4,4
143,26,2,3
143,27,1,6
143,28,4,4
143,29,1,6
143,30,1,6
143,31,3,2
143,32,2,3
143,33,0,1
143,34,1,6
143,35,5,5
143,36,4,4
144,1,5,1
144,2,3,2
144,3,4,3
144,4,5,1
144,5,1,5
144,6,2,4
144,7,4,3
144,8,0,6
144,9,5,1
144,10,2,4
144,11,3,2
144,12,0,6
144,13,0,6
144,14,4,3
144,15,2,4
144,16,1,5
144,17,4,3
144,18,1,5
144,19,1,5
144,20,3,2
144,21,2,4
144,22,0,6
144,23,1,5
144,24,5,1
144,25,4,3
144,26,4,3
144,27,3,2
144,28,3,2
144,29,1,5
144,30,0,6
144,31,3,2
144,32,5,1
144,33,0,6
144,34,2,4
144,35,2,4
144,36,5,1
145,1,0,6
145,2,2,1
145,3,2,1
145,4,5,5
145,5,5,5
145,6,3,3
145,7,4,2
145,8,5,5
145,9,1,4
145,10,2,1
145,11,4,2
145,12,0,6
145,13,5,5
145,14,2,1
145,15,3,3
145,16,0,6
145,17,0,6
145,18,4,2
145,19,2,1
145,20,1,4
145,21,4,2
145,22,1,4
145,23,1,4
145,24,3,3
145,25,2,1
145,26,0,6
145,27,1,4
145,28,5,5
145,29,4,2
145,30,4,2
145,31,3,3
145,32,3,3
145,33,1,4
145,34,0,6
145,35,3,3
145,36,5,5
146,1,0,1
146,2,4,6
146,3,2,3
146,4,1,4
146,5,4,6
146,6,1,4
146,7,1,4
146,8,3,2
146,9,2,3
146,10,0,1
146,11,1,4
146,12,5,5
146,13,4,6
146,14,4,6
146,15,3,2
146,16,3,2
146,17,1,4
146,18,0,1
146,19,3,2
146,20,5,5
146,21,0,1
146,22,2,3
146,23,2,3
146,24,5,5
146,25,5,5
146,26,3,2
146,27,4,6
146,28,5,5
146,29,1,4
146,30,2,3
146,31,4,6
146,32,0,1
146,33,5,5
146,34,2,3
146,35,3,2
146,36,0,1
147,1,5,5
147,2,5,5
147,3,3,3
147,4,4,1
147,5,5,5
147,6,1,6
147,7,2,2
147,8,4,1
147,9,0,4
147,10,5,5
147,11,2,2
147,12,3,3
147,13,0,4
147,14,0,4
147,15,4,1
147,16,2,2
147,17,1,6
147,18,4,1
147,19,1,6
147,20,1,6
147,21,3,3
147,22,2,2
147,23,0,4
147,24,1,6
147,25,5,5
147,26,4,1
147,27,4,1
147,28,3,3
147,29,3,3
147,30,1,6
147,31,0,4
147,32,3,3
147,33,5,5
147,34,0,4
147,35,2,2
147,36,2,2
148,1,0,4
148,2,2,1
148,3,2,1
148,4,5,5
148,5,5,5
148,6,3,2
148,7,4,6
148,8,5,5
148,9,1,3
148,10,2,1
148,11,4,6
148,12,0,4
148,13,5,5
148,14,2,1
148,15,3,2
148,16,0,4
148,17,0,4
148,18,4,6
148,19,2,1
148,20,1,3
148,21,4,6
148,22,1,3
148,23,1,3
148,24,3,2
148,25,2,1
148,26,0,4
148,27,1,3
148,28,5,5
148,29,4,6
148,30,4,6
148,31,3,2
148,32,3,2
148,33,1,3
148,34,0,4
148,35,3,2
148,36,5,5
149,1,4,5
149,2,5,1
149,3,1,4
149,4,2,6
149,5,4,5
149,6,0,2
149,7,5,1
149,8,2,6
149,9,3,3
149,10,0,2
149,11,0,2
149,12,4,5
149,13,2,6
149,14,1,4
149,15,4,5
149,16,1,4
149,17,1,4
149,18,3,3
149,19,2,6
149,20,0,2
149,21,1,4
149,22,5,1
149,23,4,5
149,24,4,5
149,25,3,3
149,26,3,3
149,27,1,4
149,28,0,2
149,29,3,3
149,30,5,1
149,31,0,2
149,32,2,6
149,33,2,6
149,34,5,1
149,35,5,1
149,36,3,3
150,1,1,3
150,2,3,5
150,3,2,6
150,4,0,1
150,5,1,3
150,6,5,2
150,7,4,4
150,8,4,4
150,9,3,5
150,10,3,5
150,11,1,3
150,12,0,1
150,13,3,5
150,14,5,2
150,15,0,1
150,16,2,6
150,17,2,6
150,18,5,2
150,19,5,2
150,20,3,5
150,21,4,4
150,22,5,2
150,23,1,3
150,24,2,6
150,25,4,4
150,26,0,1
150,27,5,2
150,28,2,6
150,29,3,5
150,30,0,1
150,31,0,1
150,32,4,4
150,33,2,6
150,34,1,3
150,35,4,4
150,36,1,3
151,1,1,5
151,2,1,5
151,3,3,4
151,4,2,2
151,5,0,3
151,6,1,5
151,7,5,6
151,8,4,1
151,9,4,1
151,10,3,4
151,11,3,4
151,12,1,5
151,13,0,3
151,14,3,4
151,15,5,6
151,16,0,3
151,17,2,2
151,18,2,2
151,19,5,6
151,20,5,6
151,21,3,4
151,22,4,1
151,23,5,6
151,24,1,5
151,25,2,2
151,26,4,1
151,27,0,3
151,28,5,6
151,29,2,2
151,30,3,4
151,31,0,3
151,32,0,3
151,33,4,1
151,34,2,2
151,35,1,5
151,36,4,1
152,1,1,6
152,2,1,6
152,3,3,2
152,4,2,5
152,5,0,3
152,6,1,6
152,7,5,4
152,8,4,1
152,9,4,1
152,10,3,2
152,11,3,2
152,12,1,6
152,13,0,3
152,14,3,2
152,15,5,4
152,16,0,3
152,17,2,5
152,18,2,5
152,19,5,4
152,20,5,4
152,21,3,2
152,22,4,1
152,23,5,4
152,24,1,6
152,25,2,5
152,26,4,1
152,27,0,3
152,28,5,4
152,29,2,5
152,30,3,2
152,31,0,3
152,32,0,3
152,33,4,1
152,34,2,5
152,35,1,6
152,36,4,1
153,1,2,2
153,2,3,4
153,3,0,3
153,4,0,3
153,5,4,1
153,6,2,2
153,7,1,6
153,8,4,1
153,9,1,6
153,10,1,6
153,11,3,4
153,12,2,2
153,13,0,3
153,14,1,6
153,15,5,5
153,16,4,1
153,17,4,1
153,18,3,4
153,19,3,4
153,20,1,6
153,21,0,3
153,22,3,4
153,23,5,5
153,24,0,3
153,25,2,2
153,26,2,2
153,27,5,5
153,28,5,5
153,29,3,4
153,30,4,1
153,31,5,5
153,32,1,6
153,33,2,2
153,34,4,1
153,35,0,3
153,36,5,5
154,1,0,2
154,2,1,5
154,3,5,4
154,4,4,1
154,5,4,1
154,6,3,3
154,7,3,3
154,8,1,5
154,9,0,2
154,10,3,3
154,11,5,4
154,12,0,2
154,13,2,6
154,14,2,6
154,15,5,4
154,16,5,4
154,17,3,3
154,18,4,1
154,19,5,4
154,20,1,5
154,21,2,6
154,22,4,1
154,23,0,2
154,24,5,4
154,25,2,6
154,26,3,3
154,27,0,2
154,28,0,2
154,29,4,1
154,30,2,6
154,31,1,5
154,32,4,1
154,33,1,5
154,34,1,5
154,35,3,3
154,36,2,6
155,1,1,6
155,2,1,6
155,3,3,3
155,4,2,4
155,5,0,5
155,6,1,6
155,7,5,1
155,8,4,2
155,9,4,2
155,10,3,3
155,11,3,3
155,12,1,6
155,13,0,5
155,14,3,3
155,15,5,1
155,16,0,5
155,17,2,4
155,18,2,4
155,19,5,1
155,20,5,1
155,21,3,3
155,22,4,2
155,23,5,1
155,24,1,6
155,25,2,4
155,26,4,2
155,27,0,5
155,28,5,1
155,29,2,4
155,30,3,3
155,31,0,5
155,32,0,5
155,33,4,2
155,34,2,4
155,35,1,6
155,36,4,2
156,1,3,5
156,2,3,5
156,3,1,4
156,4,0,2
156,5,3,5
156,6,5,6
156,7,0,2
156,8,2,3
156,9,2,3
156,10,5,6
156,11,5,6
156,12,3,5
156,13,4,1
156,14,5,6
156,15,1,4
156,16,2,3
156,17,4,1
156,18,0,2
156,19,5,6
156,20,2,3
156,21,3,5
156,22,0,2
156,23,0,2
156,24,4,1
156,25,2,3
156,26,1,4
156,27,4,1
156,28,1,4
156,29,1,4
156,30,3,5
156,31,2,3
156,32,0,2
156,33,1,4
156,34,5,6
156,35,4,1
156,36,4,1
157,1,1,6
157,2,4,2
157,3,1,6
157,4,1,6
157,5,3,3
157,6,2,5
157,7,0,1
157,8,1,6
157,9,5,4
157,10,4,2
157,11,4,2
157,12,3,3
157,13,3,3
157,14,1,6
157,15,0,1
157,16,3,3
157,17,5,4
157,18,0,1
157,19,2,5
157,20,2,5
157,21,5,4
157,22,5,4
157,23,3,3
157,24,4,2
157,25,5,4
157,26,1,6
157,27,2,5
157,28,4,2
157,29,0,1
157,30,5,4
157,31,2,5
157,32,3,3
157,33,0,1
157,34,0,1
157,35,4,2
157,36,2,5
158,1,1,4
158,2,3,1
158,3,2,3
158,4,0,6
158,5,1,4
158,6,5,2
158,7,4,5
158,8,4,5
158,9,3,1
158,10,3,1
158,11,1,4
158,12,0,6
158,13,3,1
158,14,5,2
158,15,0,6
158,16,2,3
158,17,2,3
158,18,5,2
158,19,5,2
158,20,3,1
158,21,4,5
158,22,5,2
158,23,1,4
158,24,2,3
158,25,4,5
158,26,0,6
158,27,5,2
158,28,2,3
158,29,3,1
158,30,0,6
158,31,0,6
158,32,4,5
158,33,2,3
158,34,1,4
158,35,4,5
158,36,1,4
159,1,4,3
159,2,4,3
159,3,3,2
159,4,3,2
159,5,1,6
159,6,0,1
159,7,3,2
159,8,5,4
159,9,0,1
159,10,2,5
159,11,2,5
159,12,5,4
159,13,5,4
159,14,3,2
159,15,4,3
159,16,5,4
159,17,1,6
159,18,2,5
159,19,4,3
159,20,0,1
159,21,5,4
159,22,2,5
159,23,3,2
159,24,0,1
159,25,0,1
159,26,4,3
159,27,2,5
159,28,1,6
159,29,4,3
159,30,1,6
159,31,1,6
159,32,3,2
159,33,2,5
159,34,0,1
159,35,1,6
159,36,5,4
160,1,2,2
160,2,2,2
160,3,5,1
160,4,5,1
160,5,3,3
160,6,4,4
160,7,5,1
160,8,1,5
160,9,2,2
160,10,4,4
160,11,0,6
160,12,5,1
160,13,2,2
160,14,3,3
160,15,0,6
160,16,0,6
160,17,4,4
160,18,2,2
160,19,1,5
160,20,4,4
160,21,1,5
160,22,1,5
160,23,3,3
160,24,2,2
160,25,0,6
160,26,1,5
160,27,5,1
160,28,4,4
160,29,4,4
160,30,3,3
160,31,3,3
160,32,1,5
160,33,0,6
160,34,3,3
160,35,5,1
160,36,0,6
161,1,2,3
161,2,2,3
161,3,5,6
161,4,5,6
161,5,3,2
161,6,4,4
161,7,5,6
161,8,1,1
161,9,2,3
161,10,4,4
161,11,0,5
161,12,5,6
161,13,2,3
161,14,3,2
161,15,0,5
161,16,0,5
161,17,4,4
161,18,2,3
161,19,1,1
161,20,4,4
161,21,1,1
161,22,1,1
161,23,3,2
161,24,2,3
161,25,0,5
161,26,1,1
161,27,5,6
161,28,4,4
161,29,4,4
161,30,3,2
161,31,3,2
161,32,1,1
161,33,0,5
161,34,3,2
161,35,5,6
161,36,0,5
162,1,2,4
162,2,1,1
162,3,4,6
162,4,1,1
162,5,1,1
162,6,3,3
162,7,2,4
162,8,0,5
162,9,1,1
162,10,5,2
162,11,4,6
162,12,4,6
162,13,3,3
162,14,3,3
162,15,1,1
162,16,0,5
162,17,3,3
162,18,5,2
162,19,0,5
162,20,2,4
162,21,2,4
162,22,5,2
162,23,5,2
162,24,3,3
162,25,4,6
162,26,5,2
162,27,1,1
162,28,2,4
162,29,4,6
162,30,0,5
162,31,5,2
162,32,2,4
162,33,3,3
162,34,0,5
162,35,0,5
162,36,4,6
163,1,0,6
163,2,0,6
163,3,4,1
163,4,2,4
163,5,1,3
163,6,4,1
163,7,1,3
163,8,1,3
163,9,3,5
163,10,2,4
163,11,0,6
163,12,1,3
163,13,5,2
163,14,4,1
163,15,4,1
163,16,3,5
163,17,3,5
163,18,1,3
163,19,0,6
163,20,3,5
163,21,5,2
163,22,0,6
163,23,2,4
163,24,2,4
163,25,5,2
163,26,5,2
163,27,3,5
163,28,4,1
163,29,5,2
163,30,1,3
163,31,2,4
163,32,4,1
163,33,0,6
163,34,5,2
163,35,2,4
163,36,3,5
164,1,3,6
164,2,5,2
164,3,0,5
164,4,2,4
164,5,2,4
164,6,5,2
164,7,5,2
164,8,3,6
164,9,4,3
164,10,5,2
164,11,1,1
164,12,2,4
164,13,4,3
164,14,0,5
164,15,5,2
164,16,2,4
164,17,3,6
164,18,0,5
164,19,0,5
164,20,4,3
164,21,2,4
164,22,1,1
164,23,4,3
164,24,1,1
164,25,1,1
164,26,3,6
164,27,2,4
164,28,0,5
164,29,1,1
164,30,5,2
164,31,4,3
164,32,4,3
164,33,3,6
164,34,3,6
164,35,1,1
164,36,0,5
165,1,3,2
165,2,0,5
165,3,0,5
165,4,4,6
165,5,2,1
165,6,1,3
165,7,4,6
165,8,1,3
165,9,1,3
165,10,3,2
165,11,2,1
165,12,0,5
165,13,1,3
165,14,5,4
165,15,4,6
165,16,4,6
165,17,3,2
165,18,3,2
165,19,1,3
165,20,0,5
165,21,3,2
165,22,5,4
165,23,0,5
165,24,2,1
165,25,2,1
165,26,5,4
165,27,5,4
165,28,3,2
165,29,4,6
165,30,5,4
165,31,1,3
165,32,2,1
165,33,4,6
165,34,0,5
165,35,5,4
165,36,2,1
166,1,3,3
166,2,3,3
166,3,1,6
166,4,0,1
166,5,3,3
166,6,5,2
166,7,0,1
166,8,2,4
166,9,2,4
166,10,5,2
166,11,5,2
166,12,3,3
166,13,4,5
166,14,5,2
166,15,1,6
166,16,2,4
166,17,4,5
166,18,0,1
166,19,5,2
166,20,2,4
166,21,3,3
166,22,0,1
166,23,0,1
166,24,4,5
166,25,2,4
166,26,1,6
166,27,4,5
166,28,1,6
166,29,1,6
166,30,3,3
166,31,2,4
166,32,0,1
166,33,1,6
166,34,5,2
166,35,4,5
166,36,4,5
167,1,3,4
167,2,4,3
167,3,5,2
167,4,1,1
167,5,2,6
167,6,4,3
167,7,0,5
167,8,5,2
167,9,2,6
167,10,3,4
167,11,0,5
167,12,0,5
167,13,4,3
167,14,2,6
167,15,1,1
167,16,4,3
167,17,1,1
167,18,1,1
167,19,3,4
167,20,2,6
167,21,0,5
167,22,1,1
167,23,5,2
167,24,4,3
167,25,4,3
167,26,3,4
167,27,3,4
167,28,1,1
167,29,0,5
167,30,3,4
167,31,5,2
167,32,0,5
167,33,2,6
167,34,2,6
167,35,5,2
167,36,5,2
168,1,3,3
168,2,0,6
168,3,0,6
168,4,4,4
168,5,2,5
168,6,1,2
168,7,4,4
168,8,1,2
168,9,1,2
168,10,3,3
168,11,2,5
168,12,0,6
168,13,1,2
168,14,5,1
168,15,4,4
168,16,4,4
168,17,3,3
168,18,3,3
168,19,1,2
168,20,0,6
168,21,3,3
168,22,5,1
168,23,0,6
168,24,2,5
168,25,2,5
168,26,5,1
168,27,5,1
168,28,3,3
168,29,4,4
168,30,5,1
168,31,1,2
168,32,2,5
168,33,4,4
168,34,0,6
168,35,5,1
168,36,2,5
169,1,3,2
169,2,2,3
169,3,0,1
169,4,1,5
169,5,5,6
169,6,4,4
169,7,4,4
169,8,3,2
169,9,3,2
169,10,1,5
169,11,0,1
169,12,3,2
169,13,5,6
169,14,0,1
169,15,2,3
169,16,2,3
169,17,5,6
169,18,5,6
169,19,3,2
169,20,4,4
169,21,5,6
169,22,1,5
169,23,2,3
169,24,4,4
169,25,0,1
169,26,5,6
169,27,2,3
169,28,3,2
169,29,0,1
169,30,0,1
169,31,4,4
169,32,2,3
169,33,1,5
169,34,4,4
169,35,1,5
169,36,1,5
170,1,0,1
170,2,5,6
170,3,2,2
170,4,3,4
170,5,0,1
170,6,0,1
170,7,4,5
170,8,2,2
170,9,1,3
170,10,4,5
170,11,1,3
170,12,1,3
170,13,3,4
170,14,2,2
170,15,0,1
170,16,1,3
170,17,5,6
170,18,4,5
170,19,4,5
170,20,3,4
170,21,3,4
170,22,1,3
170,23,0,1
170,24,3,4
170,25,5,6
170,26,0,1
170,27,2,2
170,28,2,2
170,29,5,6
170,30,5,6
170,31,3,4
170,32,4,5
170,33,5,6
170,34,1,3
170,35,2,2
170,36,4,5
171,1,2,2
171,2,3,1
171,3,0,5
171,4,0,5
171,5,4,4
171,6,2,2
171,7,1,6
171,8,4,4
171,9,1,6
171,10,1,6
171,11,3,1
171,12,2,2
171,13,0,5
171,14,1,6
171,15,5,3
171,16,4,4
171,17,4,4
171,18,3,1
171,19,3,1
171,20,1,6
171,21,0,5
171,22,3,1
171,23,5,3
171,24,0,5
171,25,2,2
171,26,2,2
171,27,5,3
171,28,5,3
171,29,3,1
171,30,4,4
171,31,5,3
171,32,1,6
171,33,2,2
171,34,4,4
171,35,0,5
171,36,5,3
172,1,0,5
172,2,5,6
172,3,2,4
172,4,3,3
172,5,0,5
172,6,0,5
172,7,4,1
172,8,2,4
172,9,1,2
172,10,4,1
172,11,1,2
172,12,1,2
172,13,3,3
172,14,2,4
172,15,0,5
172,16,1,2
172,17,5,6
172,18,4,1
172,19,4,1
172,20,3,3
172,21,3,3
172,22,1,2
172,23,0,5
172,24,3,3
172,25,5,6
172,26,0,5
172,27,2,4
172,28,2,4
172,29,5,6
172,30,5,6
172,31,3,3
172,32,4,1
172,33,5,6
172,34,1,2
172,35,2,4
172,36,4,1
173,1,0,6
173,2,2,1
173,3,2,1
173,4,5,5
173,5,5,5
173,6,3,2
173,7,4,3
173,8,5,5
173,9,1,4
173,10,2,1
173,11,4,3
173,12,0,6
173,13,5,5
173,14,2,1
173,15,3,2
173,16,0,6
173,17,0,6
173,18,4,3
173,19,2,1
173,20,1,4
173,21,4,3
173,22,1,4
173,23,1,4
173,24,3,2
173,25,2,1
173,26,0,6
173,27,1,4
173,28,5,5
173,29,4,3
173,30,4,3
173,31,3,2
173,32,3,2
173,33,1,4
173,34,0,6
173,35,3,2
173,36,5,5
174,1,5,5
174,2,3,3
174,3,4,6
174,4,5,5
174,5,1,1
174,6,2,2
174,7,4,6
174,8,0,4
174,9,5,5
174,10,2,2
174,11,3,3
174,12,0,4
174,13,0,4
174,14,4,6
174,15,2,2
174,16,1,1
174,17,4,6
174,18,1,1
174,19,1,1
174,20,3,3
174,21,2,2
174,22,0,4
174,23,1,1
174,24,5,5
174,25,4,6
174,26,4,6
174,27,3,3
174,28,3,3
174,29,1,1
174,30,0,4
174,31,3,3
174,32,5,5
174,33,0,4
174,34,2,2
174,35,2,2
174,36,5,5
175,1,4,4
175,2,4,4
175,3,3,1
175,4,3,1
175,5,1,5
175,6,0,2
175,7,3,1
175,8,5,6
175,9,0,2
175,10,2,3
175,11,2,3
175,12,5,6
175,13,5,6
175,14,3,1
175,15,4,4
175,16,5,6
175,17,1,5
175,18,2,3
175,19,4,4
175,20,0,2
175,21,5,6
175,22,2,3
175,23,3,1
175,24,0,2
175,25,0,2
175,26,4,4
175,27,2,3
175,28,1,5
175,29,4,4
175,30,1,5
175,31,1,5
175,32,3,1
175,33,2,3
175,34,0,2
175,35,1,5
175,36,5,6
176,1,2,6
176,2,0,2
176,3,1,3
176,4,5,4
176,5,4,1
176,6,4,1
176,7,3,5
176,8,3,5
176,9,1,3
176,10,0,2
176,11,3,5
176,12,5,4
176,13,0,2
176,14,2,6
176,15,2,6
176,16,5,4
176,17,5,4
176,18,3,5
176,19,4,1
176,20,5,4
176,21,1,3
176,22,2,6
176,23,4,1
176,24,0,2
176,25,5,4
176,26,2,6
176,27,3,5
176,28,0,2
176,29,0,2
176,30,4,1
176,31,2,6
176,32,1,3
176,33,4,1
176,34,1,3
176,35,1,3
176,36,3,5
177,1,5,2
177,2,5,2
177,3,3,4
177,4,4,5
177,5,5,2
177,6,1,6
177,7,2,3
177,8,4,5
177,9,0,1
177,10,5,2
177,11,2,3
177,12,3,4
177,13,0,1
177,14,0,1
177,15,4,5
177,16,2,3
177,17,1,6
177,18,4,5
177,19,1,6
177,20,1,6
177,21,3,4
177,22,2,3
177,23,0,1
177,24,1,6
177,25,5,2
177,26,4,5
177,27,4,5
177,28,3,4
177,29,3,4
177,30,1,6
177,31,0,1
177,32,3,4
177,33,5,2
177,34,0,1
177,35,2,3
177,36,2,3
178,1,2,4
178,2,0,6
178,3,1,2
178,4,5,3
178,5,4,1
178,6,4,1
178,7,3,5
178,8,3,5
178,9,1,2
178,10,0,6
178,11,3,5
178,12,5,3
178,13,0,6
178,14,2,4
178,15,2,4
178,16,5,3
178,17,5,3
178,18,3,5
178,19,4,1
178,20,5,3
178,21,1,2
178,22,2,4
178,23,4,1
178,24,0,6
178,25,5,3
178,26,2,4
178,27,3,5
178,28,0,6
178,29,0,6
178,30,4,1
178,31,2,4
178,32,1,2
178,33,4,1
178,34,1,2
178,35,1,2
178,36,3,5
179,1,0,5
179,2,0,5
179,3,4,1
